REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,UNIT_MEASURE_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
DNK,Denmark,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.1,PS,Persons,6,Millions,Normal value,Public
DNK,Denmark,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.1,PS,Persons,6,Millions,Normal value,Public
DNK,Denmark,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.1,PS,Persons,6,Millions,Normal value,Public
DNK,Denmark,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.1,PS,Persons,6,Millions,Normal value,Public
DJI,Djibouti,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.6,PS,Persons,6,Millions,Normal value,Public
DJI,Djibouti,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,0.6,PS,Persons,6,Millions,Normal value,Public
DJI,Djibouti,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.6,PS,Persons,6,Millions,Normal value,Public
DJI,Djibouti,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,0.6,PS,Persons,6,Millions,Normal value,Public
DJI,Djibouti,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.6,PS,Persons,6,Millions,Normal value,Public
DJI,Djibouti,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.6,PS,Persons,6,Millions,Normal value,Public
DJI,Djibouti,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.6,PS,Persons,6,Millions,Normal value,Public
DJI,Djibouti,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.6,PS,Persons,6,Millions,Normal value,Public
DJI,Djibouti,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.6,PS,Persons,6,Millions,Normal value,Public
DOM,Dominican Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,2.8,PS,Persons,6,Millions,Normal value,Public
DOM,Dominican Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,2.4,PS,Persons,6,Millions,Normal value,Public
DOM,Dominican Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,2.3,PS,Persons,6,Millions,Normal value,Public
DOM,Dominican Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,2.7,PS,Persons,6,Millions,Normal value,Public
DOM,Dominican Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,2.8,PS,Persons,6,Millions,Normal value,Public
DOM,Dominican Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,2.7,PS,Persons,6,Millions,Normal value,Public
DOM,Dominican Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,2.3,PS,Persons,6,Millions,Normal value,Public
DOM,Dominican Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,1.9,PS,Persons,6,Millions,Normal value,Public
DOM,Dominican Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,1.9,PS,Persons,6,Millions,Normal value,Public
ECU,Ecuador,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,4.0,PS,Persons,6,Millions,Normal value,Public
ECU,Ecuador,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,4.2,PS,Persons,6,Millions,Normal value,Public
ECU,Ecuador,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,4.4,PS,Persons,6,Millions,Normal value,Public
ECU,Ecuador,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,5.4,PS,Persons,6,Millions,Normal value,Public
ECU,Ecuador,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,4.9,PS,Persons,6,Millions,Normal value,Public
ECU,Ecuador,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,4.7,PS,Persons,6,Millions,Normal value,Public
ECU,Ecuador,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,4.8,PS,Persons,6,Millions,Normal value,Public
ECU,Ecuador,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,5.2,PS,Persons,6,Millions,Normal value,Public
ECU,Ecuador,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,4.7,PS,Persons,6,Millions,Normal value,Public
EGY,"Egypt, Arab Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,41.7,PS,Persons,6,Millions,Normal value,Public
EGY,"Egypt, Arab Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,43.7,PS,Persons,6,Millions,Normal value,Public
EGY,"Egypt, Arab Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,39.5,PS,Persons,6,Millions,Normal value,Public
EGY,"Egypt, Arab Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,33.9,PS,Persons,6,Millions,Normal value,Public
EGY,"Egypt, Arab Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,31.2,PS,Persons,6,Millions,Normal value,Public
EGY,"Egypt, Arab Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,34.5,PS,Persons,6,Millions,Normal value,Public
EGY,"Egypt, Arab Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,48.9,PS,Persons,6,Millions,Normal value,Public
EGY,"Egypt, Arab Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,52.9,PS,Persons,6,Millions,Normal value,Public
EGY,"Egypt, Arab Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,45.5,PS,Persons,6,Millions,Normal value,Public
GNQ,Equatorial Guinea,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.9,PS,Persons,6,Millions,Normal value,Public
GNQ,Equatorial Guinea,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,0.9,PS,Persons,6,Millions,Normal value,Public
GNQ,Equatorial Guinea,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.9,PS,Persons,6,Millions,Normal value,Public
GNQ,Equatorial Guinea,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,1.0,PS,Persons,6,Millions,Normal value,Public
GNQ,Equatorial Guinea,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,1.1,PS,Persons,6,Millions,Normal value,Public
GNQ,Equatorial Guinea,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,1.1,PS,Persons,6,Millions,Normal value,Public
GNQ,Equatorial Guinea,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,1.1,PS,Persons,6,Millions,Normal value,Public
GNQ,Equatorial Guinea,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,1.2,PS,Persons,6,Millions,Normal value,Public
GNQ,Equatorial Guinea,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,1.2,PS,Persons,6,Millions,Normal value,Public
EST,Estonia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.2,PS,Persons,6,Millions,Normal value,Public
EST,Estonia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,0.2,PS,Persons,6,Millions,Normal value,Public
EST,Estonia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.1,PS,Persons,6,Millions,Normal value,Public
EST,Estonia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,0.1,PS,Persons,6,Millions,Normal value,Public
EST,Estonia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.1,PS,Persons,6,Millions,Normal value,Public
EST,Estonia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.2,PS,Persons,6,Millions,Normal value,Public
EST,Estonia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.1,PS,Persons,6,Millions,Normal value,Public
EST,Estonia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.1,PS,Persons,6,Millions,Normal value,Public
EST,Estonia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.1,PS,Persons,6,Millions,Normal value,Public
SWZ,Eswatini,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.8,PS,Persons,6,Millions,Normal value,Public
SWZ,Eswatini,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,0.8,PS,Persons,6,Millions,Normal value,Public
SWZ,Eswatini,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.8,PS,Persons,6,Millions,Normal value,Public
SWZ,Eswatini,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,0.8,PS,Persons,6,Millions,Normal value,Public
SWZ,Eswatini,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.8,PS,Persons,6,Millions,Normal value,Public
SWZ,Eswatini,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.8,PS,Persons,6,Millions,Normal value,Public
SWZ,Eswatini,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.9,PS,Persons,6,Millions,Normal value,Public
SWZ,Eswatini,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.9,PS,Persons,6,Millions,Normal value,Public
SWZ,Eswatini,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.9,PS,Persons,6,Millions,Normal value,Public
ETH,Ethiopia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,72.0,PS,Persons,6,Millions,Normal value,Public
ETH,Ethiopia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,73.6,PS,Persons,6,Millions,Normal value,Public
ETH,Ethiopia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,78.6,PS,Persons,6,Millions,Normal value,Public
ETH,Ethiopia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,84.3,PS,Persons,6,Millions,Normal value,Public
ETH,Ethiopia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,91.3,PS,Persons,6,Millions,Normal value,Public
ETH,Ethiopia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,93.4,PS,Persons,6,Millions,Normal value,Public
ETH,Ethiopia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,93.0,PS,Persons,6,Millions,Normal value,Public
ETH,Ethiopia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,93.6,PS,Persons,6,Millions,Normal value,Public
ETH,Ethiopia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,92.0,PS,Persons,6,Millions,Normal value,Public
FJI,Fiji,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.5,PS,Persons,6,Millions,Normal value,Public
FJI,Fiji,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,0.5,PS,Persons,6,Millions,Normal value,Public
FJI,Fiji,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.5,PS,Persons,6,Millions,Normal value,Public
FJI,Fiji,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,0.6,PS,Persons,6,Millions,Normal value,Public
FJI,Fiji,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.6,PS,Persons,6,Millions,Normal value,Public
FJI,Fiji,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.6,PS,Persons,6,Millions,Normal value,Public
FJI,Fiji,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.6,PS,Persons,6,Millions,Normal value,Public
FJI,Fiji,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.6,PS,Persons,6,Millions,Normal value,Public
FJI,Fiji,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.5,PS,Persons,6,Millions,Normal value,Public
FIN,Finland,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.1,PS,Persons,6,Millions,Normal value,Public
FIN,Finland,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,0.1,PS,Persons,6,Millions,Normal value,Public
FIN,Finland,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.1,PS,Persons,6,Millions,Normal value,Public
FIN,Finland,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,0.0,PS,Persons,6,Millions,Normal value,Public
FIN,Finland,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.1,PS,Persons,6,Millions,Normal value,Public
FIN,Finland,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.1,PS,Persons,6,Millions,Normal value,Public
FIN,Finland,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.1,PS,Persons,6,Millions,Normal value,Public
FIN,Finland,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.1,PS,Persons,6,Millions,Normal value,Public
FIN,Finland,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.1,PS,Persons,6,Millions,Normal value,Public
FRA,France,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,1.5,PS,Persons,6,Millions,Normal value,Public
FRA,France,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,1.6,PS,Persons,6,Millions,Normal value,Public
FRA,France,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,2.5,PS,Persons,6,Millions,Normal value,Public
FRA,France,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,2.1,PS,Persons,6,Millions,Normal value,Public
FRA,France,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,2.4,PS,Persons,6,Millions,Normal value,Public
FRA,France,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,2.3,PS,Persons,6,Millions,Normal value,Public
FRA,France,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,2.4,PS,Persons,6,Millions,Normal value,Public
FRA,France,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,2.4,PS,Persons,6,Millions,Normal value,Public
FRA,France,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,2.4,PS,Persons,6,Millions,Normal value,Public
GAB,Gabon,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.7,PS,Persons,6,Millions,Normal value,Public
GAB,Gabon,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,0.7,PS,Persons,6,Millions,Normal value,Public
GAB,Gabon,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.8,PS,Persons,6,Millions,Normal value,Public
GAB,Gabon,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,0.8,PS,Persons,6,Millions,Normal value,Public
GAB,Gabon,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.9,PS,Persons,6,Millions,Normal value,Public
GAB,Gabon,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.9,PS,Persons,6,Millions,Normal value,Public
GAB,Gabon,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,1.0,PS,Persons,6,Millions,Normal value,Public
GAB,Gabon,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,1.0,PS,Persons,6,Millions,Normal value,Public
GAB,Gabon,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,1.0,PS,Persons,6,Millions,Normal value,Public
GMB,"Gambia, The",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,1.0,PS,Persons,6,Millions,Normal value,Public
GMB,"Gambia, The",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,1.0,PS,Persons,6,Millions,Normal value,Public
GMB,"Gambia, The",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,1.0,PS,Persons,6,Millions,Normal value,Public
GMB,"Gambia, The",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,1.1,PS,Persons,6,Millions,Normal value,Public
GMB,"Gambia, The",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,1.2,PS,Persons,6,Millions,Normal value,Public
GMB,"Gambia, The",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,1.2,PS,Persons,6,Millions,Normal value,Public
GMB,"Gambia, The",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,1.2,PS,Persons,6,Millions,Normal value,Public
GMB,"Gambia, The",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,1.2,PS,Persons,6,Millions,Normal value,Public
GMB,"Gambia, The",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,1.2,PS,Persons,6,Millions,Normal value,Public
DEU,Germany,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,2.3,PS,Persons,6,Millions,Normal value,Public
DEU,Germany,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,2.0,PS,Persons,6,Millions,Normal value,Public
DEU,Germany,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,2.2,PS,Persons,6,Millions,Normal value,Public
DEU,Germany,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,2.1,PS,Persons,6,Millions,Normal value,Public
DEU,Germany,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,3.0,PS,Persons,6,Millions,Normal value,Public
DEU,Germany,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,4.2,PS,Persons,6,Millions,Normal value,Public
DEU,Germany,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,4.4,PS,Persons,6,Millions,Normal value,Public
DEU,Germany,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,4.5,PS,Persons,6,Millions,Normal value,Public
DEU,Germany,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,4.5,PS,Persons,6,Millions,Normal value,Public
GHA,Ghana,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,20.2,PS,Persons,6,Millions,Normal value,Public
GHA,Ghana,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,20.2,PS,Persons,6,Millions,Normal value,Public
GHA,Ghana,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,20.3,PS,Persons,6,Millions,Normal value,Public
GHA,Ghana,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,20.9,PS,Persons,6,Millions,Normal value,Public
GHA,Ghana,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,21.1,PS,Persons,6,Millions,Normal value,Public
GHA,Ghana,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,21.5,PS,Persons,6,Millions,Normal value,Public
GHA,Ghana,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,22.4,PS,Persons,6,Millions,Normal value,Public
GHA,Ghana,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,22.6,PS,Persons,6,Millions,Normal value,Public
GHA,Ghana,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,23.1,PS,Persons,6,Millions,Normal value,Public
GRC,Greece,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,3.8,PS,Persons,6,Millions,Normal value,Public
GRC,Greece,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,3.6,PS,Persons,6,Millions,Normal value,Public
GRC,Greece,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,3.0,PS,Persons,6,Millions,Normal value,Public
GRC,Greece,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,3.1,PS,Persons,6,Millions,Normal value,Public
GRC,Greece,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,2.7,PS,Persons,6,Millions,Normal value,Public
GRC,Greece,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,2.7,PS,Persons,6,Millions,Normal value,Public
GRC,Greece,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,2.5,PS,Persons,6,Millions,Normal value,Public
GRC,Greece,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,2.4,PS,Persons,6,Millions,Normal value,Public
GRC,Greece,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,2.3,PS,Persons,6,Millions,Normal value,Public
GRD,Grenada,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.0,PS,Persons,6,Millions,Normal value,Public
GRD,Grenada,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,0.0,PS,Persons,6,Millions,Normal value,Public
GRD,Grenada,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.0,PS,Persons,6,Millions,Normal value,Public
GRD,Grenada,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,0.0,PS,Persons,6,Millions,Normal value,Public
GRD,Grenada,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.0,PS,Persons,6,Millions,Normal value,Public
GRD,Grenada,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.0,PS,Persons,6,Millions,Normal value,Public
GRD,Grenada,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.0,PS,Persons,6,Millions,Normal value,Public
GRD,Grenada,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.0,PS,Persons,6,Millions,Normal value,Public
GRD,Grenada,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.0,PS,Persons,6,Millions,Normal value,Public
GTM,Guatemala,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,7.5,PS,Persons,6,Millions,Normal value,Public
GTM,Guatemala,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,7.8,PS,Persons,6,Millions,Normal value,Public
GTM,Guatemala,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,8.1,PS,Persons,6,Millions,Normal value,Public
GTM,Guatemala,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,8.8,PS,Persons,6,Millions,Normal value,Public
GTM,Guatemala,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,8.6,PS,Persons,6,Millions,Normal value,Public
GTM,Guatemala,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,8.8,PS,Persons,6,Millions,Normal value,Public
GTM,Guatemala,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,9.1,PS,Persons,6,Millions,Normal value,Public
GTM,Guatemala,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,8.9,PS,Persons,6,Millions,Normal value,Public
GTM,Guatemala,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,8.8,PS,Persons,6,Millions,Normal value,Public
GIN,Guinea,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,5.8,PS,Persons,6,Millions,Normal value,Public
GIN,Guinea,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,5.9,PS,Persons,6,Millions,Normal value,Public
GIN,Guinea,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,5.9,PS,Persons,6,Millions,Normal value,Public
GIN,Guinea,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,6.1,PS,Persons,6,Millions,Normal value,Public
GIN,Guinea,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,6.2,PS,Persons,6,Millions,Normal value,Public
GIN,Guinea,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,6.5,PS,Persons,6,Millions,Normal value,Public
GIN,Guinea,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,7.0,PS,Persons,6,Millions,Normal value,Public
GIN,Guinea,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,7.4,PS,Persons,6,Millions,Normal value,Public
GIN,Guinea,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,7.6,PS,Persons,6,Millions,Normal value,Public
GNB,Guinea-Bissau,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,1.3,PS,Persons,6,Millions,Normal value,Public
GNB,Guinea-Bissau,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,1.3,PS,Persons,6,Millions,Normal value,Public
GNB,Guinea-Bissau,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,1.2,PS,Persons,6,Millions,Normal value,Public
GNB,Guinea-Bissau,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,1.3,PS,Persons,6,Millions,Normal value,Public
GNB,Guinea-Bissau,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,1.4,PS,Persons,6,Millions,Normal value,Public
GNB,Guinea-Bissau,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,1.4,PS,Persons,6,Millions,Normal value,Public
GNB,Guinea-Bissau,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,1.4,PS,Persons,6,Millions,Normal value,Public
GNB,Guinea-Bissau,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,1.4,PS,Persons,6,Millions,Normal value,Public
GNB,Guinea-Bissau,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,1.5,PS,Persons,6,Millions,Normal value,Public
GUY,Guyana,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.6,PS,Persons,6,Millions,Normal value,Public
GUY,Guyana,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,0.6,PS,Persons,6,Millions,Normal value,Public
GUY,Guyana,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.6,PS,Persons,6,Millions,Normal value,Public
GUY,Guyana,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,0.5,PS,Persons,6,Millions,Normal value,Public
GUY,Guyana,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.4,PS,Persons,6,Millions,Normal value,Public
GUY,Guyana,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.2,PS,Persons,6,Millions,Normal value,Public
GUY,Guyana,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.1,PS,Persons,6,Millions,Normal value,Public
GUY,Guyana,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.1,PS,Persons,6,Millions,Normal value,Public
GUY,Guyana,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.1,PS,Persons,6,Millions,Normal value,Public
HTI,Haiti,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,8.4,PS,Persons,6,Millions,Normal value,Public
HTI,Haiti,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,8.6,PS,Persons,6,Millions,Normal value,Public
HTI,Haiti,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,8.8,PS,Persons,6,Millions,Normal value,Public
HTI,Haiti,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,9.2,PS,Persons,6,Millions,Normal value,Public
HTI,Haiti,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,9.4,PS,Persons,6,Millions,Normal value,Public
HTI,Haiti,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,9.6,PS,Persons,6,Millions,Normal value,Public
HTI,Haiti,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,9.8,PS,Persons,6,Millions,Normal value,Public
HTI,Haiti,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,10.3,PS,Persons,6,Millions,Normal value,Public
HTI,Haiti,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,10.6,PS,Persons,6,Millions,Normal value,Public
HND,Honduras,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,3.9,PS,Persons,6,Millions,Normal value,Public
