REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,UNIT_MEASURE_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
KEN,Kenya,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,42.2,PS,Persons,6,Millions,Normal value,Public
KEN,Kenya,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,42.6,PS,Persons,6,Millions,Normal value,Public
KEN,Kenya,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,43.1,PS,Persons,6,Millions,Normal value,Public
KEN,Kenya,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,43.9,PS,Persons,6,Millions,Normal value,Public
KOR,"Korea, Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,6.3,PS,Persons,6,Millions,Normal value,Public
KOR,"Korea, Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,5.3,PS,Persons,6,Millions,Normal value,Public
KOR,"Korea, Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,4.3,PS,Persons,6,Millions,Normal value,Public
KOR,"Korea, Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,3.5,PS,Persons,6,Millions,Normal value,Public
KOR,"Korea, Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,3.4,PS,Persons,6,Millions,Normal value,Public
KOR,"Korea, Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,3.0,PS,Persons,6,Millions,Normal value,Public
KOR,"Korea, Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,2.9,PS,Persons,6,Millions,Normal value,Public
KOR,"Korea, Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,2.8,PS,Persons,6,Millions,Normal value,Public
KOR,"Korea, Rep.",FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,2.8,PS,Persons,6,Millions,Normal value,Public
KGZ,Kyrgyz Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,2.9,PS,Persons,6,Millions,Normal value,Public
KGZ,Kyrgyz Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,2.5,PS,Persons,6,Millions,Normal value,Public
KGZ,Kyrgyz Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,2.4,PS,Persons,6,Millions,Normal value,Public
KGZ,Kyrgyz Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,3.1,PS,Persons,6,Millions,Normal value,Public
KGZ,Kyrgyz Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,2.9,PS,Persons,6,Millions,Normal value,Public
KGZ,Kyrgyz Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,2.8,PS,Persons,6,Millions,Normal value,Public
KGZ,Kyrgyz Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,2.3,PS,Persons,6,Millions,Normal value,Public
KGZ,Kyrgyz Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,1.8,PS,Persons,6,Millions,Normal value,Public
KGZ,Kyrgyz Republic,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,1.6,PS,Persons,6,Millions,Normal value,Public
LAO,Lao PDR,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,4.2,PS,Persons,6,Millions,Normal value,Public
LAO,Lao PDR,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,4.2,PS,Persons,6,Millions,Normal value,Public
LAO,Lao PDR,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,4.1,PS,Persons,6,Millions,Normal value,Public
LAO,Lao PDR,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,4.3,PS,Persons,6,Millions,Normal value,Public
LAO,Lao PDR,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,4.2,PS,Persons,6,Millions,Normal value,Public
LAO,Lao PDR,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,4.1,PS,Persons,6,Millions,Normal value,Public
LAO,Lao PDR,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,4.2,PS,Persons,6,Millions,Normal value,Public
LAO,Lao PDR,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,4.0,PS,Persons,6,Millions,Normal value,Public
LAO,Lao PDR,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,3.9,PS,Persons,6,Millions,Normal value,Public
LVA,Latvia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.6,PS,Persons,6,Millions,Normal value,Public
LVA,Latvia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,0.5,PS,Persons,6,Millions,Normal value,Public
LVA,Latvia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.4,PS,Persons,6,Millions,Normal value,Public
LVA,Latvia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,0.4,PS,Persons,6,Millions,Normal value,Public
LVA,Latvia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.3,PS,Persons,6,Millions,Normal value,Public
LVA,Latvia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.4,PS,Persons,6,Millions,Normal value,Public
LVA,Latvia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.3,PS,Persons,6,Millions,Normal value,Public
LVA,Latvia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.3,PS,Persons,6,Millions,Normal value,Public
LVA,Latvia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.3,PS,Persons,6,Millions,Normal value,Public
LBN,Lebanon,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.0,PS,Persons,6,Millions,Normal value,Public
LBN,Lebanon,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,0.0,PS,Persons,6,Millions,Normal value,Public
LBN,Lebanon,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.0,PS,Persons,6,Millions,Normal value,Public
LBN,Lebanon,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,0.2,PS,Persons,6,Millions,Normal value,Public
LBN,Lebanon,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,1.3,PS,Persons,6,Millions,Normal value,Public
LBN,Lebanon,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,2.1,PS,Persons,6,Millions,Normal value,Public
LBN,Lebanon,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,2.6,PS,Persons,6,Millions,Normal value,Public
LBN,Lebanon,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,2.6,PS,Persons,6,Millions,Normal value,Public
LBN,Lebanon,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,2.7,PS,Persons,6,Millions,Normal value,Public
LSO,Lesotho,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,1.5,PS,Persons,6,Millions,Normal value,Public
LSO,Lesotho,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,1.6,PS,Persons,6,Millions,Normal value,Public
LSO,Lesotho,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,1.6,PS,Persons,6,Millions,Normal value,Public
LSO,Lesotho,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,1.7,PS,Persons,6,Millions,Normal value,Public
LSO,Lesotho,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,1.7,PS,Persons,6,Millions,Normal value,Public
LSO,Lesotho,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,1.7,PS,Persons,6,Millions,Normal value,Public
LSO,Lesotho,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,1.8,PS,Persons,6,Millions,Normal value,Public
LSO,Lesotho,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,1.8,PS,Persons,6,Millions,Normal value,Public
LSO,Lesotho,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,1.8,PS,Persons,6,Millions,Normal value,Public
LBR,Liberia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,3.2,PS,Persons,6,Millions,Normal value,Public
LBR,Liberia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,3.2,PS,Persons,6,Millions,Normal value,Public
LBR,Liberia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,3.4,PS,Persons,6,Millions,Normal value,Public
LBR,Liberia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,3.6,PS,Persons,6,Millions,Normal value,Public
LBR,Liberia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,3.5,PS,Persons,6,Millions,Normal value,Public
LBR,Liberia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,3.3,PS,Persons,6,Millions,Normal value,Public
LBR,Liberia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,3.3,PS,Persons,6,Millions,Normal value,Public
LBR,Liberia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,3.5,PS,Persons,6,Millions,Normal value,Public
LBR,Liberia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,3.4,PS,Persons,6,Millions,Normal value,Public
LTU,Lithuania,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.7,PS,Persons,6,Millions,Normal value,Public
LTU,Lithuania,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,0.5,PS,Persons,6,Millions,Normal value,Public
LTU,Lithuania,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.4,PS,Persons,6,Millions,Normal value,Public
LTU,Lithuania,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,0.3,PS,Persons,6,Millions,Normal value,Public
LTU,Lithuania,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.3,PS,Persons,6,Millions,Normal value,Public
LTU,Lithuania,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.4,PS,Persons,6,Millions,Normal value,Public
LTU,Lithuania,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.4,PS,Persons,6,Millions,Normal value,Public
LTU,Lithuania,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.4,PS,Persons,6,Millions,Normal value,Public
LTU,Lithuania,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.3,PS,Persons,6,Millions,Normal value,Public
LUX,Luxembourg,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.0,PS,Persons,6,Millions,Normal value,Public
LUX,Luxembourg,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,0.0,PS,Persons,6,Millions,Normal value,Public
LUX,Luxembourg,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.0,PS,Persons,6,Millions,Normal value,Public
LUX,Luxembourg,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,0.0,PS,Persons,6,Millions,Normal value,Public
LUX,Luxembourg,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.0,PS,Persons,6,Millions,Normal value,Public
LUX,Luxembourg,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.0,PS,Persons,6,Millions,Normal value,Public
LUX,Luxembourg,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.0,PS,Persons,6,Millions,Normal value,Public
LUX,Luxembourg,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.0,PS,Persons,6,Millions,Normal value,Public
LUX,Luxembourg,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.0,PS,Persons,6,Millions,Normal value,Public
MDG,Madagascar,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,22.1,PS,Persons,6,Millions,Normal value,Public
MDG,Madagascar,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,22.8,PS,Persons,6,Millions,Normal value,Public
MDG,Madagascar,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,23.4,PS,Persons,6,Millions,Normal value,Public
MDG,Madagascar,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,24.7,PS,Persons,6,Millions,Normal value,Public
MDG,Madagascar,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,25.4,PS,Persons,6,Millions,Normal value,Public
MDG,Madagascar,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,26.1,PS,Persons,6,Millions,Normal value,Public
MDG,Madagascar,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,26.8,PS,Persons,6,Millions,Normal value,Public
MDG,Madagascar,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,27.3,PS,Persons,6,Millions,Normal value,Public
MDG,Madagascar,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,27.9,PS,Persons,6,Millions,Normal value,Public
MWI,Malawi,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,15.4,PS,Persons,6,Millions,Normal value,Public
MWI,Malawi,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,16.0,PS,Persons,6,Millions,Normal value,Public
MWI,Malawi,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,16.7,PS,Persons,6,Millions,Normal value,Public
MWI,Malawi,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,17.4,PS,Persons,6,Millions,Normal value,Public
MWI,Malawi,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,17.8,PS,Persons,6,Millions,Normal value,Public
MWI,Malawi,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,18.5,PS,Persons,6,Millions,Normal value,Public
MWI,Malawi,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,19.2,PS,Persons,6,Millions,Normal value,Public
MWI,Malawi,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,19.9,PS,Persons,6,Millions,Normal value,Public
MWI,Malawi,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,20.6,PS,Persons,6,Millions,Normal value,Public
MYS,Malaysia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,1.4,PS,Persons,6,Millions,Normal value,Public
MYS,Malaysia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,1.3,PS,Persons,6,Millions,Normal value,Public
MYS,Malaysia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,1.0,PS,Persons,6,Millions,Normal value,Public
MYS,Malaysia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,1.2,PS,Persons,6,Millions,Normal value,Public
MYS,Malaysia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,1.1,PS,Persons,6,Millions,Normal value,Public
MYS,Malaysia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.7,PS,Persons,6,Millions,Normal value,Public
MYS,Malaysia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.7,PS,Persons,6,Millions,Normal value,Public
MYS,Malaysia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.6,PS,Persons,6,Millions,Normal value,Public
MYS,Malaysia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.5,PS,Persons,6,Millions,Normal value,Public
MDV,Maldives,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.0,PS,Persons,6,Millions,Normal value,Public
MDV,Maldives,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,0.0,PS,Persons,6,Millions,Normal value,Public
MDV,Maldives,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.0,PS,Persons,6,Millions,Normal value,Public
MDV,Maldives,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,0.1,PS,Persons,6,Millions,Normal value,Public
MDV,Maldives,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.1,PS,Persons,6,Millions,Normal value,Public
MDV,Maldives,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.0,PS,Persons,6,Millions,Normal value,Public
MDV,Maldives,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.0,PS,Persons,6,Millions,Normal value,Public
MDV,Maldives,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.0,PS,Persons,6,Millions,Normal value,Public
MDV,Maldives,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.0,PS,Persons,6,Millions,Normal value,Public
MLI,Mali,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,11.7,PS,Persons,6,Millions,Normal value,Public
MLI,Mali,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,11.0,PS,Persons,6,Millions,Normal value,Public
MLI,Mali,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,10.8,PS,Persons,6,Millions,Normal value,Public
MLI,Mali,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,12.3,PS,Persons,6,Millions,Normal value,Public
MLI,Mali,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,13.3,PS,Persons,6,Millions,Normal value,Public
MLI,Mali,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,14.4,PS,Persons,6,Millions,Normal value,Public
MLI,Mali,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,14.7,PS,Persons,6,Millions,Normal value,Public
MLI,Mali,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,15.0,PS,Persons,6,Millions,Normal value,Public
MLI,Mali,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,15.3,PS,Persons,6,Millions,Normal value,Public
MLT,Malta,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.0,PS,Persons,6,Millions,Normal value,Public
MLT,Malta,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,0.0,PS,Persons,6,Millions,Normal value,Public
MLT,Malta,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.0,PS,Persons,6,Millions,Normal value,Public
MLT,Malta,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,0.0,PS,Persons,6,Millions,Normal value,Public
MLT,Malta,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.0,PS,Persons,6,Millions,Normal value,Public
MLT,Malta,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.0,PS,Persons,6,Millions,Normal value,Public
MLT,Malta,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.0,PS,Persons,6,Millions,Normal value,Public
MLT,Malta,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.0,PS,Persons,6,Millions,Normal value,Public
MLT,Malta,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.0,PS,Persons,6,Millions,Normal value,Public
MRT,Mauritania,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,2.1,PS,Persons,6,Millions,Normal value,Public
MRT,Mauritania,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,2.2,PS,Persons,6,Millions,Normal value,Public
MRT,Mauritania,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,2.3,PS,Persons,6,Millions,Normal value,Public
MRT,Mauritania,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,2.4,PS,Persons,6,Millions,Normal value,Public
MRT,Mauritania,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,2.6,PS,Persons,6,Millions,Normal value,Public
MRT,Mauritania,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,2.7,PS,Persons,6,Millions,Normal value,Public
MRT,Mauritania,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,2.7,PS,Persons,6,Millions,Normal value,Public
MRT,Mauritania,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,2.7,PS,Persons,6,Millions,Normal value,Public
MRT,Mauritania,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,2.7,PS,Persons,6,Millions,Normal value,Public
MUS,Mauritius,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.2,PS,Persons,6,Millions,Normal value,Public
MUS,Mauritius,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,0.2,PS,Persons,6,Millions,Normal value,Public
MUS,Mauritius,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.2,PS,Persons,6,Millions,Normal value,Public
MUS,Mauritius,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,0.3,PS,Persons,6,Millions,Normal value,Public
MUS,Mauritius,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.3,PS,Persons,6,Millions,Normal value,Public
MUS,Mauritius,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.3,PS,Persons,6,Millions,Normal value,Public
MUS,Mauritius,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.2,PS,Persons,6,Millions,Normal value,Public
MUS,Mauritius,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.2,PS,Persons,6,Millions,Normal value,Public
MUS,Mauritius,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.2,PS,Persons,6,Millions,Normal value,Public
MEX,Mexico,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,39.0,PS,Persons,6,Millions,Normal value,Public
MEX,Mexico,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,37.9,PS,Persons,6,Millions,Normal value,Public
MEX,Mexico,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,37.8,PS,Persons,6,Millions,Normal value,Public
MEX,Mexico,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,41.3,PS,Persons,6,Millions,Normal value,Public
MEX,Mexico,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,35.0,PS,Persons,6,Millions,Normal value,Public
MEX,Mexico,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,32.4,PS,Persons,6,Millions,Normal value,Public
MEX,Mexico,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,28.4,PS,Persons,6,Millions,Normal value,Public
MEX,Mexico,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,26.2,PS,Persons,6,Millions,Normal value,Public
MEX,Mexico,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,26.4,PS,Persons,6,Millions,Normal value,Public
MDA,Moldova,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.4,PS,Persons,6,Millions,Normal value,Public
MDA,Moldova,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,0.3,PS,Persons,6,Millions,Normal value,Public
MDA,Moldova,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.3,PS,Persons,6,Millions,Normal value,Public
MDA,Moldova,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,0.3,PS,Persons,6,Millions,Normal value,Public
MDA,Moldova,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.3,PS,Persons,6,Millions,Normal value,Public
MDA,Moldova,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.4,PS,Persons,6,Millions,Normal value,Public
MDA,Moldova,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.5,PS,Persons,6,Millions,Normal value,Public
MDA,Moldova,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.4,PS,Persons,6,Millions,Normal value,Public
MDA,Moldova,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.3,PS,Persons,6,Millions,Normal value,Public
MNG,Mongolia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,1.6,PS,Persons,6,Millions,Normal value,Public
MNG,Mongolia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,1.6,PS,Persons,6,Millions,Normal value,Public
MNG,Mongolia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,1.5,PS,Persons,6,Millions,Normal value,Public
MNG,Mongolia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,1.5,PS,Persons,6,Millions,Normal value,Public
MNG,Mongolia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,1.4,PS,Persons,6,Millions,Normal value,Public
MNG,Mongolia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,1.3,PS,Persons,6,Millions,Normal value,Public
MNG,Mongolia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,1.3,PS,Persons,6,Millions,Normal value,Public
MNG,Mongolia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,1.1,PS,Persons,6,Millions,Normal value,Public
MNG,Mongolia,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,1.0,PS,Persons,6,Millions,Normal value,Public
MNE,Montenegro,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,0.1,PS,Persons,6,Millions,Normal value,Public
MNE,Montenegro,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,0.1,PS,Persons,6,Millions,Normal value,Public
MNE,Montenegro,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,0.1,PS,Persons,6,Millions,Normal value,Public
MNE,Montenegro,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,0.1,PS,Persons,6,Millions,Normal value,Public
MNE,Montenegro,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,0.1,PS,Persons,6,Millions,Normal value,Public
MNE,Montenegro,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,0.1,PS,Persons,6,Millions,Normal value,Public
MNE,Montenegro,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,0.1,PS,Persons,6,Millions,Normal value,Public
MNE,Montenegro,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,0.1,PS,Persons,6,Millions,Normal value,Public
MNE,Montenegro,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,0.0,PS,Persons,6,Millions,Normal value,Public
MAR,Morocco,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,4.8,PS,Persons,6,Millions,Normal value,Public
MAR,Morocco,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2018,4.6,PS,Persons,6,Millions,Normal value,Public
MAR,Morocco,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2019,4.5,PS,Persons,6,Millions,Normal value,Public
MAR,Morocco,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2020,5.3,PS,Persons,6,Millions,Normal value,Public
MAR,Morocco,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2021,4.6,PS,Persons,6,Millions,Normal value,Public
MAR,Morocco,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2022,4.9,PS,Persons,6,Millions,Normal value,Public
MAR,Morocco,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2023,5.3,PS,Persons,6,Millions,Normal value,Public
MAR,Morocco,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2024,5.0,PS,Persons,6,Millions,Normal value,Public
MAR,Morocco,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2025,4.8,PS,Persons,6,Millions,Normal value,Public
MOZ,Mozambique,FAO_CAHD_7006,Number of people unable to afford a healthy diet (million),2017,24.2,PS,Persons,6,Millions,Normal value,Public
